FitMethod,sigmaC,TemporalRes,TrueRelKt,TrueRelVe,TrueKep,TrueVp,errKt,errVe,errKep,errVp,stdErrKt,stdErrVe,stdErrKep,stdErrVp,meanResid,stdResid,fracImag
ETM,0.100000,1.000000,3.571429,2.857143,0.625000,0.100000,0.445944,0.228393,0.229060,-0.796849,4.091631,1.604185,4.063350,4.445629,NaN,NaN,0.000000
ERTM,0.100000,1.000000,3.571429,2.857143,0.625000,0.100000,62.398505,22.680567,32.314570,-97.179840,11.975262,1.876087,8.664612,0.767265,NaN,NaN,0.000000
CERRM,0.100000,1.000000,3.571429,2.857143,0.625000,0.100000,5.784990,-1.971894,30.417341,-9.474777,11.389041,4.754489,9.210412,16.775208,NaN,NaN,0.000000
ERRM,0.100000,1.000000,3.571429,2.857143,0.625000,0.100000,10.393007,-1.127301,39.155339,-11.125667,13.263109,8.124560,72.035165,17.889679,NaN,NaN,0.000000
CERRM-NN,0.100000,1.000000,3.571429,2.857143,0.625000,0.100000,5.784990,-1.971894,30.417341,-9.474777,11.389041,4.754489,9.210412,16.775208,NaN,NaN,0.000000
ERRM-NN,0.100000,1.000000,3.571429,2.857143,0.625000,0.100000,10.279687,-1.728843,39.606556,-11.129675,13.186486,8.281944,70.890364,17.890498,NaN,NaN,0.000000
ETM,0.100000,5.000000,3.571429,2.857143,0.625000,0.100000,0.053050,0.277432,-0.163737,-0.358606,9.187511,3.588237,9.125714,9.702910,NaN,NaN,0.000000
ERTM,0.100000,5.000000,3.571429,2.857143,0.625000,0.100000,36.143947,14.144987,19.307833,-60.162292,13.618784,3.398499,11.759349,8.815142,NaN,NaN,0.000000
CERRM,0.100000,5.000000,3.571429,2.857143,0.625000,0.100000,2.911260,4.005030,-18.854942,-1.362456,13.994838,5.693905,8.927178,29.700645,NaN,NaN,0.000000
ERRM,0.100000,5.000000,3.571429,2.857143,0.625000,0.100000,13.387574,16.506889,-45.910626,-2.730777,15.690707,30.068553,88.956127,28.195519,NaN,NaN,0.000000
CERRM-NN,0.100000,5.000000,3.571429,2.857143,0.625000,0.100000,2.907779,4.004192,-18.856501,-1.357586,13.978630,5.690946,8.922021,29.682689,NaN,NaN,0.000000
ERRM-NN,0.100000,5.000000,3.571429,2.857143,0.625000,0.100000,9.698836,1.850415,-30.630144,-2.449271,13.240186,14.601365,65.284730,29.097235,NaN,NaN,0.000000
