FitMethod,TemporalRes,sigmaC,q5Kt,q25Kt,q50Kt,q75Kt,q95Kt,q5Ve,q25Ve,q50Ve,q75Ve,q95Ve,q5Kep,q25Kep,q50Kep,q75Kep,q95Kep,q5Vp,q25Vp,q50Vp,q75Vp,q95Vp
ETM,1.000000,0.010000,-2.382584,-0.489365,0.006425,0.458443,1.767156,-0.893477,-0.205863,-0.012458,0.157749,0.637814,-2.321468,-0.521280,0.004194,0.494059,2.036047,-9.032341,-1.045748,0.038024,1.302696,10.455907
ERTM,1.000000,0.010000,0.140096,1.698041,6.587762,17.105905,55.146653,-2.568252,0.462852,1.827154,6.034517,20.594532,-0.450300,1.113470,4.193079,11.029786,35.964998,-39.099450,-31.342276,-27.449829,-24.343028,-17.314333
RTM,1.000000,0.010000,2.549412,6.268596,24.061997,67.073344,233.532726,-4.769559,1.767411,6.907742,23.774231,71.698057,1.174919,3.896109,14.757987,38.494707,113.400471,NaN,NaN,NaN,NaN,NaN
CERRM,1.000000,0.010000,-12.434539,-1.374435,-0.143242,0.855105,4.948905,-5.767293,-0.652574,-0.045464,0.420785,2.324596,-7.443158,-1.286117,-0.324012,0.469287,3.261102,-39.834667,-3.844788,0.437025,7.693809,61.670164
ERRM,1.000000,0.010000,-14.274445,-1.631411,0.204038,2.234448,17.332204,-6.777615,-0.761245,0.075432,1.112627,11.774069,-133.798314,-4.295543,-0.638807,2.046930,8.129327,-39.853010,-4.997709,-0.014451,6.081362,52.886370
TM,1.000000,0.010000,2.713658,6.104424,23.609250,66.685823,248.959268,-4.788059,1.757952,6.876317,23.858701,71.654895,1.460368,3.772286,14.601438,38.169364,111.563658,NaN,NaN,NaN,NaN,NaN
RRM,1.000000,0.010000,0.354563,7.025931,24.059354,95.573985,302.178037,-6.461403,2.449766,9.739996,25.817180,98.594237,-387.614959,-13.331742,8.680904,57.678323,177.803951,NaN,NaN,NaN,NaN,NaN
CRRM,1.000000,0.010000,3.405972,7.480492,26.309593,68.362555,279.791565,-6.030952,1.960904,7.094835,24.132567,72.156871,5.058811,8.194711,19.772496,46.704614,139.337689,NaN,NaN,NaN,NaN,NaN
ETM,2.000000,0.010000,-3.435813,-0.720501,-0.016772,0.634463,2.376222,-1.295605,-0.299955,-0.027810,0.206336,0.839297,-3.338706,-0.743975,-0.010287,0.695674,2.854517,-12.147371,-1.327459,0.107826,2.023055,14.938842
ERTM,2.000000,0.010000,-1.432613,0.352364,1.894523,4.441753,12.903461,-1.335416,0.039070,0.535149,1.571893,5.457565,-2.004378,0.091153,1.274794,3.112819,9.481438,-22.122664,-9.530962,-6.768233,-4.322472,10.023010
RTM,2.000000,0.010000,2.520126,6.195671,24.399058,66.924652,230.057161,-4.730513,1.775050,6.616900,23.817982,71.592512,1.115233,3.794435,15.060605,38.310982,114.752445,NaN,NaN,NaN,NaN,NaN
CERRM,2.000000,0.010000,-21.784339,-2.244316,-0.333171,1.020164,5.759353,-10.324643,-1.016697,-0.117686,0.522074,2.935111,-13.120005,-2.144102,-0.680674,0.407108,3.805286,-48.707968,-4.349150,1.104981,12.821269,106.013952
ERRM,2.000000,0.010000,-22.924749,-2.793328,0.049318,2.727669,18.916089,-11.386467,-1.257273,0.021091,1.334055,13.633667,-130.545810,-6.838888,-1.177711,2.559393,10.362926,-51.588913,-5.670559,0.365979,10.136796,79.999709
TM,2.000000,0.010000,2.629662,6.178357,24.107723,66.768007,241.320151,-4.769436,1.770968,6.645531,23.786828,71.693896,1.330485,3.723848,14.968962,38.419525,113.211967,NaN,NaN,NaN,NaN,NaN
RRM,2.000000,0.010000,1.438527,7.111364,24.592768,96.267329,302.558200,-6.436977,2.463204,9.703388,25.828153,98.860265,-378.060622,-11.614145,8.812926,57.212748,174.867718,NaN,NaN,NaN,NaN,NaN
CRRM,2.000000,0.010000,3.328700,7.455401,26.435122,68.735723,271.352980,-6.038809,1.968808,6.972727,24.070831,72.333922,4.984789,8.094651,19.828156,46.886209,140.995447,NaN,NaN,NaN,NaN,NaN
ETM,3.000000,0.010000,-4.668286,-0.898763,-0.020709,0.779496,2.860659,-1.779991,-0.376397,-0.041691,0.253350,1.086328,-4.288392,-0.933293,-0.006708,0.859762,3.444058,-14.884224,-1.577869,0.195370,2.489165,19.840494
ERTM,3.000000,0.010000,-5.256017,-1.227993,-0.145642,0.890988,3.470617,-2.152787,-0.490834,-0.078542,0.262643,1.270401,-4.802592,-1.158894,-0.066440,1.036421,3.920695,-19.044179,-2.059861,0.702769,3.714744,21.803162
RTM,3.000000,0.010000,2.503050,6.232298,24.442188,67.088045,235.656176,-4.802345,1.775022,6.880828,23.813039,71.417870,1.029163,3.883088,15.080581,38.343286,116.602690,NaN,NaN,NaN,NaN,NaN
CERRM,3.000000,0.010000,-27.495540,-2.783778,-0.495734,1.238190,6.742866,-13.700460,-1.292166,-0.162322,0.646833,3.391930,-17.005909,-2.572719,-0.796148,0.542890,4.595322,-60.056907,-5.485679,1.323422,16.135070,125.824678
ERRM,3.000000,0.010000,-33.845979,-3.678182,-0.061652,3.031668,20.313524,-17.068835,-1.727991,-0.030160,1.547420,14.740247,-136.438761,-8.239184,-1.420290,3.187129,12.953312,-64.827998,-6.999356,0.561899,12.550151,99.270155
TM,3.000000,0.010000,2.543671,6.122459,24.120029,66.824959,242.905581,-4.786350,1.788788,6.931809,23.875101,71.374477,1.169073,3.707417,15.082643,38.083989,114.696188,NaN,NaN,NaN,NaN,NaN
RRM,3.000000,0.010000,0.829458,6.878769,24.276064,95.227971,296.650624,-6.386293,2.446229,9.672426,25.921382,98.578937,-378.096639,-12.370769,8.609781,56.644913,162.701625,NaN,NaN,NaN,NaN,NaN
CRRM,3.000000,0.010000,3.304727,7.442775,26.524027,69.121414,270.878663,-6.020346,1.974302,6.994762,24.134115,72.142800,4.951365,8.108164,20.009005,47.002175,141.114475,NaN,NaN,NaN,NaN,NaN
ETM,4.000000,0.010000,-5.005298,-0.994710,-0.010726,0.904406,3.332130,-2.120365,-0.463416,-0.057793,0.282216,1.216579,-4.662670,-0.996261,0.038086,1.046873,3.987828,-17.132104,-1.679997,0.221233,3.281640,23.806050
ERTM,4.000000,0.010000,-12.675072,-3.817226,-1.457219,0.039814,2.369212,-5.867143,-1.574688,-0.571591,0.019222,1.528627,-9.190387,-2.741968,-0.902372,0.405403,3.169146,-19.470679,2.517042,5.649024,9.683930,31.972127
RTM,4.000000,0.010000,2.512615,6.285414,24.866730,67.631795,234.956071,-4.954594,1.776739,6.745389,23.759502,71.853926,1.018664,3.982617,15.505270,38.823543,119.957874,NaN,NaN,NaN,NaN,NaN
CERRM,4.000000,0.010000,-31.471476,-3.470514,-0.606712,1.322104,7.042937,-15.701561,-1.512346,-0.188882,0.674194,3.706930,-19.442104,-3.193511,-1.073063,0.474809,4.731235,-61.961801,-5.587149,1.779115,20.128555,149.776977
ERRM,4.000000,0.010000,-42.779009,-4.419999,-0.189770,3.224806,21.545976,-22.269609,-2.033348,-0.108143,1.543672,16.277039,-126.002530,-9.854557,-1.761089,3.580895,14.602930,-68.530938,-7.443613,0.685533,14.877174,124.913146
TM,4.000000,0.010000,2.542059,6.175020,24.462890,67.146346,233.467637,-4.909805,1.792587,6.811433,23.760568,72.039652,1.097822,3.809300,15.180782,38.378510,116.649313,NaN,NaN,NaN,NaN,NaN
RRM,4.000000,0.010000,1.355574,6.949434,24.345825,95.490416,292.326516,-6.597517,2.431233,9.600356,25.897806,98.432648,-372.705684,-11.041519,8.763823,56.401519,166.322448,NaN,NaN,NaN,NaN,NaN
CRRM,4.000000,0.010000,3.280518,7.416789,26.326837,69.428266,259.227902,-6.196313,1.993562,6.936958,24.099409,72.609269,4.911864,8.081596,20.051572,47.041650,141.300562,NaN,NaN,NaN,NaN,NaN
ETM,5.000000,0.010000,-6.010544,-1.123970,-0.017472,1.017680,3.646658,-2.596905,-0.533087,-0.074321,0.302870,1.375718,-5.232425,-1.146359,0.059909,1.172944,4.466667,-18.666442,-1.897608,0.307358,3.732378,27.178179
ERTM,5.000000,0.010000,-20.120043,-6.122763,-2.443745,-0.209292,2.510081,-9.824678,-2.468456,-0.888022,-0.042039,2.098131,-14.124647,-4.236889,-1.484708,0.237064,3.221614,-19.508344,5.781608,9.571044,14.692752,41.402958
RTM,5.000000,0.010000,2.533096,6.430789,24.846453,67.795736,233.548401,-4.997595,1.763946,6.770785,23.756042,71.513947,0.974399,4.157664,15.535718,38.602721,122.610688,NaN,NaN,NaN,NaN,NaN
CERRM,5.000000,0.010000,-36.179098,-4.064529,-0.768617,1.351165,6.960419,-18.333492,-1.782998,-0.262197,0.740944,3.764782,-22.937475,-3.896236,-1.401058,0.304124,4.932713,-67.267325,-5.468506,2.349152,24.102323,171.290219
ERRM,5.000000,0.010000,-49.316324,-5.589248,-0.417765,3.352644,22.403306,-25.317457,-2.574180,-0.185563,1.689836,17.515254,-131.385480,-11.515621,-2.316035,3.498562,15.816139,-71.059787,-7.512171,1.159838,19.241738,141.084689
TM,5.000000,0.010000,2.482617,6.218030,24.294014,67.070134,232.947289,-4.979977,1.781559,6.791798,23.820904,71.567880,1.005592,3.882740,15.225461,38.071640,117.816881,NaN,NaN,NaN,NaN,NaN
RRM,5.000000,0.010000,0.974374,6.813045,24.031243,94.343289,281.357073,-6.455419,2.374396,9.472426,25.911035,98.106159,-373.234582,-11.002321,8.522528,55.260226,158.712996,NaN,NaN,NaN,NaN,NaN
CRRM,5.000000,0.010000,3.145266,7.412977,26.241619,69.434484,258.014314,-6.180730,1.956843,7.018501,24.134497,72.180026,4.681421,7.958019,19.923559,46.561037,139.142644,NaN,NaN,NaN,NaN,NaN
ETM,6.000000,0.010000,-7.276582,-1.318091,-0.005325,1.210063,4.175266,-3.155328,-0.683428,-0.102256,0.404150,1.597542,-6.317371,-1.249655,0.074339,1.304395,4.844120,-25.739832,-2.651738,0.350236,5.068037,37.641778
ERTM,6.000000,0.010000,-26.397392,-7.970790,-3.136456,-0.351169,2.532449,-13.004389,-3.196420,-1.113907,-0.090572,2.541404,-18.240600,-5.428068,-1.914426,0.111853,3.170371,-20.554456,7.855806,12.687869,19.478001,49.686384
RTM,6.000000,0.010000,2.613319,6.511077,25.061632,68.081044,233.801720,-4.787119,1.729565,6.791185,23.749288,71.450567,1.003618,4.224646,15.644455,39.046688,122.736053,NaN,NaN,NaN,NaN,NaN
CERRM,6.000000,0.010000,-40.202173,-4.407870,-0.844314,1.512358,7.686040,-20.208535,-2.002872,-0.295025,0.766479,4.194451,-25.475346,-4.089202,-1.392162,0.428612,5.428643,-72.655914,-6.021454,2.562487,26.257847,199.088234
ERRM,6.000000,0.010000,-58.434180,-6.240940,-0.545599,3.546320,23.223762,-31.591179,-2.827562,-0.236996,1.720118,18.021573,-134.511801,-12.518658,-2.338164,4.052937,17.484820,-78.722296,-7.887206,1.118439,20.742498,156.401643
TM,6.000000,0.010000,2.511221,6.141345,24.631724,67.433837,234.680621,-4.591978,1.749101,6.786767,23.792229,71.358821,0.958721,3.821790,15.243574,38.357793,117.187016,NaN,NaN,NaN,NaN,NaN
RRM,6.000000,0.010000,0.751501,6.785032,24.155647,93.575797,274.557254,-6.705602,2.391918,9.417901,25.869626,97.389083,-372.903362,-11.247091,8.569178,54.684173,162.364618,NaN,NaN,NaN,NaN,NaN
CRRM,6.000000,0.010000,3.148608,7.290628,26.337936,69.645620,250.823882,-5.919121,1.946192,7.024567,24.102761,72.130269,4.636298,7.918601,19.914069,46.620906,137.079329,NaN,NaN,NaN,NaN,NaN
ETM,7.000000,0.010000,-9.337982,-2.147825,-0.160408,1.923994,6.317957,-4.159911,-0.987054,-0.131710,0.686048,2.482847,-7.375065,-1.883721,-0.004212,1.858220,6.067931,-49.432029,-4.871756,0.598208,8.327185,64.062489
ERTM,7.000000,0.010000,-31.075373,-9.287230,-3.443418,-0.372623,2.855107,-16.050868,-3.769191,-1.176649,-0.092502,2.693031,-21.917565,-6.227631,-2.167787,0.091693,3.578311,-25.262851,7.189974,14.847915,23.863280,59.655203
RTM,7.000000,0.010000,2.550673,6.604611,25.116094,68.522937,232.394709,-4.889999,1.761268,6.739424,23.656076,71.774072,0.973438,4.348028,15.867472,39.887939,125.399024,NaN,NaN,NaN,NaN,NaN
CERRM,7.000000,0.010000,-43.465354,-4.954034,-0.955696,1.562199,8.000549,-22.260706,-2.216825,-0.334273,0.838328,4.324272,-28.610466,-4.698594,-1.722289,0.313017,5.628976,-73.759077,-6.528228,2.880376,28.614644,215.893781
ERRM,7.000000,0.010000,-64.516976,-6.626071,-0.522700,3.825441,25.601572,-36.288215,-3.061633,-0.247590,1.871708,19.717253,-130.709798,-13.758722,-2.788106,4.136320,17.820984,-83.186399,-9.176495,1.051014,21.800230,177.833158
TM,7.000000,0.010000,1.929960,6.447647,24.690109,68.659222,231.964795,-4.821533,1.786199,6.846272,23.666006,71.745603,0.232533,4.129998,15.284623,38.435194,118.525831,NaN,NaN,NaN,NaN,NaN
RRM,7.000000,0.010000,0.625617,6.695148,23.957459,92.350799,258.871202,-6.669918,2.411308,9.429128,25.861256,97.733935,-369.972486,-11.989499,8.345961,52.810857,161.971501,NaN,NaN,NaN,NaN,NaN
CRRM,7.000000,0.010000,3.048455,7.198040,26.077589,69.850870,238.512320,-5.992851,1.959238,7.003062,24.083453,72.471620,4.412981,7.759009,19.594204,46.209883,138.580417,NaN,NaN,NaN,NaN,NaN
ETM,8.000000,0.010000,-14.731603,-3.762760,-0.643676,2.982372,11.811756,-6.305858,-1.580460,-0.212838,1.092952,4.194696,-10.133387,-3.175866,-0.346553,2.878727,9.130730,-86.156500,-8.778189,0.536117,13.493464,111.147795
ERTM,8.000000,0.010000,-36.175770,-10.162260,-2.972250,-0.084549,3.417105,-19.505552,-3.930349,-1.048437,-0.035186,3.034758,-27.405378,-6.812839,-2.011046,0.411473,4.047153,-28.416089,3.543477,16.379672,29.973198,73.845735
RTM,8.000000,0.010000,2.533616,6.660833,25.692080,69.178145,233.881143,-5.063571,1.707597,6.914169,23.631496,71.519825,0.972339,4.428349,16.299551,39.307980,133.078551,NaN,NaN,NaN,NaN,NaN
CERRM,8.000000,0.010000,-47.765007,-5.791827,-1.138869,1.631776,7.977922,-25.067698,-2.574069,-0.405778,0.914814,4.789330,-31.587087,-5.427542,-1.992646,0.161712,5.346619,-75.838554,-7.027505,4.001406,33.016031,246.872349
ERRM,8.000000,0.010000,-78.116293,-8.416257,-0.829264,3.901001,25.702730,-46.751901,-3.941184,-0.386139,2.060300,21.124365,-128.560086,-15.478963,-3.174705,4.499918,18.750110,-90.104106,-10.751172,2.117973,25.028041,194.873868
TM,8.000000,0.010000,0.163485,6.779525,25.407930,70.533887,231.042012,-4.864619,1.733583,6.948561,23.556244,72.058172,-1.443311,4.467245,15.822558,38.968165,118.717083,NaN,NaN,NaN,NaN,NaN
RRM,8.000000,0.010000,0.555809,6.632729,24.427887,89.362747,253.188104,-6.862770,2.390937,9.446788,25.914813,97.498804,-375.049199,-12.203000,8.352610,50.097979,164.419967,NaN,NaN,NaN,NaN,NaN
CRRM,8.000000,0.010000,2.919717,7.228477,26.265884,70.670858,234.322429,-6.062536,1.950533,7.133255,24.044047,72.351050,4.264399,7.743283,19.923258,44.899367,144.416103,NaN,NaN,NaN,NaN,NaN
ETM,9.000000,0.010000,-22.826155,-7.155327,-1.375503,5.855882,24.484182,-9.771332,-2.490724,-0.402285,1.811273,7.369321,-16.196525,-5.907382,-0.662131,5.614340,18.001556,-150.963690,-14.404872,0.737643,22.065493,185.340158
ERTM,9.000000,0.010000,-41.867729,-10.624812,-2.112043,0.697500,5.417881,-22.670315,-3.987283,-0.755214,0.372486,3.789427,-31.503143,-7.115589,-1.559255,0.847793,5.290185,-41.099248,-3.015915,15.567853,35.789303,87.799076
RTM,9.000000,0.010000,2.497757,6.688911,25.806707,70.230451,228.033728,-5.164835,1.735833,6.945253,23.538694,71.409550,0.863070,4.547259,16.201537,38.886647,139.132583,NaN,NaN,NaN,NaN,NaN
CERRM,9.000000,0.010000,-52.979665,-6.493507,-1.384198,1.893450,9.094599,-27.182638,-2.870075,-0.401618,1.075271,5.249423,-36.254740,-6.055036,-2.331148,0.085549,6.134059,-80.774468,-10.002030,5.005972,34.574256,249.495454
ERRM,9.000000,0.010000,-79.839926,-9.309145,-1.029436,4.356019,28.026928,-49.288658,-4.369915,-0.402599,2.400170,21.800375,-120.455656,-16.300184,-3.436658,4.667612,23.052230,-90.187481,-14.069662,2.338561,28.050127,198.611717
TM,9.000000,0.010000,-3.895827,7.498512,26.362444,73.633657,228.119569,-4.978731,1.763486,7.066018,23.187872,71.567187,-5.498322,5.053613,17.171150,41.005849,134.707064,NaN,NaN,NaN,NaN,NaN
RRM,9.000000,0.010000,0.166331,6.405339,23.835774,87.251536,224.878172,-7.131329,2.362716,9.166150,25.845407,96.758613,-372.466049,-11.738779,8.059436,45.691833,170.175038,NaN,NaN,NaN,NaN,NaN
CRRM,9.000000,0.010000,2.801048,6.901264,26.239004,71.736799,218.599361,-5.932911,1.949575,7.151608,23.928509,71.910557,3.671400,7.145834,19.261932,42.817383,146.233968,NaN,NaN,NaN,NaN,NaN
ETM,10.000000,0.010000,-34.413588,-11.710299,-2.624797,9.175999,41.171858,-14.424207,-3.556051,-0.853606,2.148722,10.623226,-24.916869,-9.857331,-1.350558,9.405609,30.408067,-209.638069,-18.482695,1.956652,32.665651,265.737395
ERTM,10.000000,0.010000,-47.219978,-11.559475,-1.642963,1.552122,8.545129,-26.857940,-4.332202,-0.659430,0.874031,6.608163,-37.596453,-7.541629,-1.252268,1.336247,6.866939,-49.974697,-10.624877,15.988376,43.986008,107.556768
RTM,10.000000,0.010000,2.419786,6.767115,26.010698,72.178029,215.030341,-5.316916,1.710624,7.029362,23.454956,70.401276,0.768676,4.588581,16.228245,38.914103,142.576762,NaN,NaN,NaN,NaN,NaN
CERRM,10.000000,0.010000,-53.801463,-7.495992,-1.558525,2.367843,12.086252,-27.939259,-3.392481,-0.529400,1.418602,7.181983,-37.285627,-6.460774,-2.231061,0.452103,8.041791,-83.893679,-14.903939,7.684459,39.237023,263.895362
ERRM,10.000000,0.010000,-86.674261,-10.895082,-1.358041,4.892900,30.824759,-54.792546,-5.433915,-0.553483,2.812674,22.563400,-112.111877,-17.255006,-3.307666,5.510714,25.576335,-93.020397,-19.799885,4.332045,33.203142,210.648663
TM,10.000000,0.010000,-10.911668,7.597516,30.865584,76.621886,229.010791,-5.320105,1.612812,7.234627,22.383662,72.326277,-11.588538,4.014399,19.730201,45.076552,144.426620,NaN,NaN,NaN,NaN,NaN
RRM,10.000000,0.010000,-0.207390,6.223590,24.605568,86.727161,224.031962,-7.176048,2.385935,9.273858,25.728423,96.001447,-367.395408,-11.314958,8.213852,44.402269,183.893000,NaN,NaN,NaN,NaN,NaN
CRRM,10.000000,0.010000,2.594091,6.812791,26.215237,72.621472,208.124185,-5.993052,1.940615,7.214780,23.880851,71.245347,3.301037,6.840807,18.775888,41.743512,144.220527,NaN,NaN,NaN,NaN,NaN
ETM,11.000000,0.010000,-45.263664,-16.167499,-3.726941,11.838745,56.291014,-20.005893,-4.669810,-1.483919,2.373540,13.340915,-34.002426,-13.941904,-2.320847,12.831356,44.095638,-250.822940,-21.600475,3.497592,47.343448,368.024521
ERTM,11.000000,0.010000,-54.632552,-12.209194,-1.419513,2.500044,12.143357,-32.367390,-4.666785,-0.613718,1.352372,10.051385,-43.550630,-7.964593,-1.058526,1.838702,8.414188,-61.723045,-18.792428,15.717612,51.962974,125.936302
RTM,11.000000,0.010000,2.403830,6.815118,26.080357,71.913382,218.074295,-5.179989,1.703437,6.936776,23.338363,70.768253,0.565539,4.589296,15.854664,37.708012,145.513451,NaN,NaN,NaN,NaN,NaN
CERRM,11.000000,0.010000,-58.251298,-9.017418,-1.826927,2.685977,13.919260,-31.726648,-4.084936,-0.595842,1.777558,9.070339,-41.407154,-7.338354,-2.553364,0.460237,9.252161,-91.656986,-19.896615,9.611486,46.038241,290.149291
ERRM,11.000000,0.010000,-95.301629,-13.436092,-1.884209,5.226614,32.149870,-70.249336,-6.908528,-0.796257,3.327190,23.835513,-107.338942,-18.191296,-3.437002,6.224792,29.640369,-100.268637,-25.767071,6.022003,39.029202,236.439448
TM,11.000000,0.010000,-17.267853,5.171996,34.502536,84.702663,240.047240,-4.723784,1.424819,7.395384,22.099311,76.627382,-17.155453,0.944197,21.672621,52.937541,148.353943,NaN,NaN,NaN,NaN,NaN
RRM,11.000000,0.010000,-1.242299,6.213525,23.616608,82.336001,226.629987,-7.907083,2.397663,9.219886,25.711127,94.013307,-372.763360,-14.745151,7.466853,39.452300,185.340228,NaN,NaN,NaN,NaN,NaN
CRRM,11.000000,0.010000,2.382942,6.641269,25.798911,71.315559,209.141355,-5.811399,1.932348,7.158508,23.751093,56.104860,2.604345,6.457422,17.553692,39.515704,143.208754,NaN,NaN,NaN,NaN,NaN
ETM,12.000000,0.010000,-55.805747,-19.668041,-4.868353,12.391250,67.416069,-26.832803,-5.889193,-2.163314,2.151587,15.966660,-42.759445,-17.087455,-3.427393,14.939262,53.951075,-296.164185,-22.935380,5.437433,67.784041,515.841941
ERTM,12.000000,0.010000,-59.050576,-13.349298,-1.228701,3.327115,16.701630,-36.582969,-5.441060,-0.630303,1.767141,13.856613,-49.504501,-8.657631,-0.919643,2.305456,10.625185,-77.098556,-26.417747,14.520940,59.252944,145.437678
RTM,12.000000,0.010000,2.181915,6.822715,26.131210,71.531880,225.082540,-5.382405,1.665430,6.882619,23.289131,62.992105,0.108874,4.536535,15.427161,37.417283,147.639290,NaN,NaN,NaN,NaN,NaN
CERRM,12.000000,0.010000,-62.165281,-10.709386,-2.210349,2.783674,16.673589,-34.567693,-4.963286,-0.763649,1.848776,11.362085,-44.861374,-8.241944,-2.873504,0.428965,10.012771,-91.112505,-24.469009,12.659645,52.139780,307.714993
ERRM,12.000000,0.010000,-97.859337,-16.158658,-2.475871,5.556074,35.811186,-115.286410,-8.394192,-1.085970,3.550374,25.748175,-102.720228,-19.593218,-3.734656,6.666899,33.801881,-109.704474,-32.274026,7.909959,46.114964,247.134581
TM,12.000000,0.010000,-23.450489,2.857917,35.559095,89.030418,253.760938,-5.409049,1.269472,7.468177,21.940328,86.044237,-22.961920,-1.815979,22.953182,58.440552,158.363801,NaN,NaN,NaN,NaN,NaN
RRM,12.000000,0.010000,-2.201136,5.990091,23.511095,79.172160,237.611714,-9.044012,2.352540,9.066201,25.702914,92.471744,-345.923842,-15.673086,7.130071,37.680886,210.157696,NaN,NaN,NaN,NaN,NaN
CRRM,12.000000,0.010000,2.019858,6.418047,25.468469,69.645767,210.539860,-5.813079,1.896919,7.124528,23.664657,57.357045,1.617261,6.064644,16.859697,38.276155,143.596094,NaN,NaN,NaN,NaN,NaN
ETM,13.000000,0.010000,-67.281950,-23.152937,-5.726400,12.659616,80.925989,-38.609147,-7.428829,-2.805943,2.212175,19.005710,-53.421172,-20.203472,-3.864260,16.599285,64.366667,-341.318809,-26.169917,7.864775,94.586297,751.994542
ERTM,13.000000,0.010000,-69.033557,-13.998775,-0.873089,4.541981,22.181582,-48.632206,-5.339645,-0.406537,2.623470,19.159862,-59.070037,-9.206800,-0.676597,2.887271,12.406992,-88.935606,-35.464302,11.578069,66.311118,168.637556
