FitMethod,TemporalRes,sigmaC,errKt,errVe,errKep,errVp,stdKt,stdVe,stdKep,stdVp
RTM-NN,18.000000,0.000000,55.143173,14.983936,30.985887,NaN,102.075352,22.911227,58.617943,NaN
ERRM-NN,18.000000,0.000000,0.234991,0.458831,17.680497,15.482038,55.208609,85.776183,131.660285,112.893007
CERRM-NN,18.000000,0.000000,-3.564286,1.445868,-4.631124,28.035325,35.454933,160.097550,26.940915,166.566748
TM-NN,18.000000,0.000000,101.277766,15.011048,64.040666,NaN,239.395159,23.446995,158.275194,NaN
ETM,19.000000,0.000000,-8.558375,-21.077120,-7.771082,389.412511,153.588548,47.868314,75.945809,1220.910209
ERTM,19.000000,0.000000,2.459541,-7.907981,-9.064626,18.760022,72.168733,225.249877,48.149819,319.949934
RTM,19.000000,0.000000,45.747752,19.347304,26.399798,NaN,133.547869,355.293569,76.932308,NaN
ERRM,19.000000,0.000000,-1.314681,82.422796,3.636755,14.655681,72.995794,11614.532840,174.127582,124.090900
CERRM,19.000000,0.000000,-3.533310,-5.628824,-5.467049,28.414059,39.107589,269.856530,29.569085,186.925691
TM,19.000000,0.000000,80.200774,16.843836,49.653815,NaN,313.179553,25.750230,209.038748,NaN
RRM,19.000000,0.000000,33.500805,14.186512,-28.264454,NaN,312.264867,76.107242,396.077542,NaN
CRRM,19.000000,0.000000,39.547742,16.363130,23.558945,NaN,180.219631,29.855476,97.713247,NaN
ETM-NN,19.000000,0.000000,-22.852176,-24.292864,-9.899717,460.750515,64.663613,49.157668,50.100256,1077.975942
ERTM-NN,19.000000,0.000000,-6.165130,-5.598670,-7.887765,38.433273,41.012673,62.925934,30.606794,216.021613
RTM-NN,19.000000,0.000000,53.329310,17.913779,30.153271,NaN,101.031553,358.516102,60.576587,NaN
ERRM-NN,19.000000,0.000000,0.896301,112.969669,15.533134,16.864682,63.624874,12015.469626,116.968960,122.279536
CERRM-NN,19.000000,0.000000,-4.085008,-1.064681,-5.374749,31.371076,37.993695,76.092739,27.978539,179.791181
TM-NN,19.000000,0.000000,105.202602,14.774443,66.671274,NaN,273.455303,23.728752,179.077665,NaN
ETM,20.000000,0.000000,-9.873687,-23.612473,-8.622598,444.271678,160.878759,52.848991,79.496478,1344.743042
ERTM,20.000000,0.000000,1.465748,-2.029876,-9.475183,18.209754,64.348393,188.304322,48.242839,321.458502
RTM,20.000000,0.000000,45.197956,16.263707,26.033973,NaN,135.644148,26.044064,78.134007,NaN
ERRM,20.000000,0.000000,-2.854682,-22.160304,1.619782,17.228497,75.437370,322.714215,172.351604,138.636946
CERRM,20.000000,0.000000,-3.916202,-1.002169,-6.044345,29.822171,40.242464,189.121842,31.286652,197.598929
TM,20.000000,0.000000,92.323378,16.901360,58.246347,NaN,443.703986,25.929264,292.964154,NaN
RRM,20.000000,0.000000,29.970047,13.425989,-30.788645,NaN,299.534580,57.235148,372.194384,NaN
CRRM,20.000000,0.000000,40.243245,16.492906,23.632472,NaN,155.634579,25.152266,87.455427,NaN
ETM-NN,20.000000,0.000000,-25.465905,-26.607009,-10.564078,518.906195,68.970710,52.291925,51.438637,1187.238692
ERTM-NN,20.000000,0.000000,-6.583370,-1.672759,-8.335999,41.801915,40.988751,189.311288,31.669752,226.562719
RTM-NN,20.000000,0.000000,52.754809,14.806164,29.781598,NaN,102.922177,23.723235,61.773465,NaN
ERRM-NN,20.000000,0.000000,-0.190648,0.696501,13.959613,19.698959,61.490397,157.242721,115.737700,136.779031
CERRM-NN,20.000000,0.000000,-4.518376,0.462108,-5.886590,33.652332,38.751108,186.618075,28.856655,188.770390
TM-NN,20.000000,0.000000,121.941869,14.428634,78.639801,NaN,408.072484,23.653556,264.807841,NaN
ETM,21.000000,0.000000,-15.705276,-25.920376,-10.185471,502.816716,139.071731,53.433368,72.900212,1398.113533
ERTM,21.000000,0.000000,2.064943,-8.577058,-10.113021,26.016185,82.236496,230.869893,51.097280,340.724769
RTM,21.000000,0.000000,43.436357,16.135857,24.777177,NaN,122.374062,24.927764,73.916840,NaN
ERRM,21.000000,0.000000,-2.757210,-21.193389,-0.865169,18.361963,78.229260,237.299219,171.656558,150.972487
CERRM,21.000000,0.000000,-3.802992,-1.990132,-5.957814,33.321350,38.949392,152.959965,30.501039,215.505236
TM,21.000000,0.000000,99.667023,17.091421,63.115554,NaN,483.121309,26.351683,311.952649,NaN
RRM,21.000000,0.000000,32.452606,12.794405,-27.147976,NaN,253.963217,106.437496,352.881442,NaN
CRRM,21.000000,0.000000,37.828671,16.892123,21.806235,NaN,130.881833,38.015333,78.456490,NaN
ETM-NN,21.000000,0.000000,-29.005305,-29.998032,-11.792349,572.218886,64.256914,55.838243,49.689866,1261.374906
ERTM-NN,21.000000,0.000000,-6.616145,-4.186584,-8.367427,47.022400,42.428006,123.338198,32.126802,251.768988
RTM-NN,21.000000,0.000000,50.214709,14.604633,28.269373,NaN,96.414968,22.418082,60.201894,NaN
ERRM-NN,21.000000,0.000000,1.018702,0.029780,12.363709,20.932402,58.064966,41.296823,111.704199,149.318627
CERRM-NN,21.000000,0.000000,-4.338318,-0.389018,-5.852615,36.877420,37.707348,147.987823,28.689422,207.115053
TM-NN,21.000000,0.000000,134.218950,14.435198,87.011053,NaN,442.488949,23.897643,279.030665,NaN
ETM,22.000000,0.000000,-16.009594,-29.136555,-10.741421,553.594646,188.295482,56.561480,79.621391,1580.204240
ERTM,22.000000,0.000000,3.503438,-6.863515,-10.372050,26.293715,117.037608,187.093948,52.616133,371.275728
RTM,22.000000,0.000000,43.447827,16.188999,24.622732,NaN,121.007684,31.548748,73.489719,NaN
ERRM,22.000000,0.000000,-2.208527,-18.742412,-0.210979,18.759099,69.900051,372.809257,148.347044,160.293987
CERRM,22.000000,0.000000,-3.442118,-3.978473,-6.215876,32.983460,40.461232,97.038621,31.629322,224.429356
TM,22.000000,0.000000,98.851509,17.250663,64.510647,NaN,542.440703,26.834332,356.551391,NaN
RRM,22.000000,0.000000,28.022442,8.637938,-29.367497,NaN,234.011634,97.820990,345.121121,NaN
CRRM,22.000000,0.000000,39.078818,16.397488,22.138569,NaN,126.041774,28.755519,76.743163,NaN
ETM-NN,22.000000,0.000000,-32.114220,-33.108200,-12.222217,629.676074,62.883839,58.482955,50.721895,1345.380903
ERTM-NN,22.000000,0.000000,-6.352504,-3.741381,-8.546227,48.991869,42.958559,120.143311,32.451239,264.747784
RTM-NN,22.000000,0.000000,49.483732,14.957010,27.742046,NaN,97.513582,26.215644,61.121802,NaN
ERRM-NN,22.000000,0.000000,0.411294,3.332681,10.302036,21.305767,63.439563,293.137408,102.077337,158.678163
CERRM-NN,22.000000,0.000000,-4.022441,-1.831316,-6.089423,37.222268,38.863668,55.943393,29.501167,215.802868
TM-NN,22.000000,0.000000,143.583495,14.085258,94.824322,NaN,469.886579,23.456657,306.626988,NaN
ETM,23.000000,0.000000,-18.905844,-30.166186,-11.471316,588.600358,181.029644,59.281020,78.068292,1583.406287
ERTM,23.000000,0.000000,1.985456,-3.342138,-12.049067,32.103255,105.830032,215.377657,53.952019,396.592326
RTM,23.000000,0.000000,42.290581,16.194461,24.162641,NaN,132.765865,25.894281,80.865340,NaN
ERRM,23.000000,0.000000,-2.783373,-19.612950,1.283248,21.734306,66.300957,239.874737,149.247373,166.482960
CERRM,23.000000,0.000000,-5.176739,-3.182004,-7.509632,36.362023,40.092552,208.439530,32.441043,227.726845
TM,23.000000,0.000000,77.127635,17.166356,49.858378,NaN,547.667164,26.592172,368.446247,NaN
RRM,23.000000,0.000000,26.476368,-2805.633375,-24.852777,NaN,257.094177,214180.986900,337.670208,NaN
CRRM,23.000000,0.000000,37.637098,16.582409,21.440274,NaN,140.290436,25.253108,85.181887,NaN
ETM-NN,23.000000,0.000000,-34.317142,-34.727450,-12.874159,659.798667,63.561862,60.334098,50.980489,1385.479239
ERTM-NN,23.000000,0.000000,-8.108123,-0.402177,-9.638618,53.219559,43.935605,209.827214,33.230736,268.844715
RTM-NN,23.000000,0.000000,50.138467,14.498215,28.241365,NaN,103.194767,23.108044,65.061924,NaN
ERRM-NN,23.000000,0.000000,-0.540575,0.578793,10.721923,24.241369,58.703629,61.603640,111.533591,164.806331
CERRM-NN,23.000000,0.000000,-5.725933,-0.334160,-7.284227,40.907415,38.293717,190.181406,29.812274,219.183041
TM-NN,23.000000,0.000000,135.129536,13.803018,89.564434,NaN,420.243692,23.360539,285.397532,NaN
ETM,24.000000,0.000000,-24.630023,-32.516680,-13.864658,629.737919,141.260349,58.772717,73.273403,1576.037163
ERTM,24.000000,0.000000,4.723352,-78.433874,-12.152240,37.646069,143.391855,5556.493762,58.098667,423.561918
RTM,24.000000,0.000000,41.666043,15.868094,23.818239,NaN,126.164070,31.062629,78.227943,NaN
ERRM,24.000000,0.000000,-0.818812,-19.688265,-1.225722,24.426048,71.366105,269.534525,139.642479,175.285330
CERRM,24.000000,0.000000,-4.197891,-4.536132,-7.105645,39.030569,42.967010,79.559996,33.517206,234.514876
TM,24.000000,0.000000,71.861947,17.071762,47.892484,NaN,653.599631,26.834833,420.319890,NaN
RRM,24.000000,0.000000,27.943416,8.771059,-23.813213,NaN,249.421179,1522.231618,332.090257,NaN
CRRM,24.000000,0.000000,38.120835,16.555199,21.747744,NaN,132.401963,28.595082,81.599123,NaN
ETM-NN,24.000000,0.000000,-37.182247,-36.462445,-14.314967,687.121199,60.420343,61.342963,50.142495,1415.164344
ERTM-NN,24.000000,0.000000,-7.829984,-6.974218,-9.385388,58.444343,44.394120,76.607221,33.386575,279.052451
RTM-NN,24.000000,0.000000,48.949002,14.466462,27.629480,NaN,99.044670,25.264643,63.400538,NaN
ERRM-NN,24.000000,0.000000,0.965640,-0.219048,8.686581,26.994303,67.314008,41.604427,101.675562,173.627384
CERRM-NN,24.000000,0.000000,-4.889256,-2.536707,-6.868905,43.782674,41.463243,57.842242,31.128741,226.001545
TM-NN,24.000000,0.000000,143.539704,13.411029,95.406651,NaN,467.184033,23.525441,309.471823,NaN
ETM,25.000000,0.000000,-27.541413,-34.695313,-14.112983,672.495960,122.697188,59.960230,71.948469,1583.613554
ERTM,25.000000,0.000000,6.538013,-15.865371,-12.219478,36.351249,222.675231,569.319153,58.298834,436.701497
RTM,25.000000,0.000000,38.682216,16.123270,22.061811,NaN,130.677137,25.342601,81.144921,NaN
ERRM,25.000000,0.000000,-1.648286,-16.774718,-2.365140,23.889441,64.354572,241.149113,135.258514,187.500838
CERRM,25.000000,0.000000,-4.624068,-4.827621,-7.221596,37.564307,41.260198,71.769075,34.177682,243.369731
TM,25.000000,0.000000,70.536671,17.288669,47.740531,NaN,676.068983,26.957367,441.723561,NaN
RRM,25.000000,0.000000,22.690732,5.607936,-29.907384,NaN,244.960207,181.204180,313.167497,NaN
CRRM,25.000000,0.000000,33.894413,16.606747,19.110436,NaN,145.338187,65.234804,90.064234,NaN
ETM-NN,25.000000,0.000000,-39.197558,-38.745377,-14.435034,731.695436,60.888157,62.323102,51.831373,1443.636984
ERTM-NN,25.000000,0.000000,-8.311587,-7.773219,-9.558574,59.598016,45.795787,67.088711,33.918128,287.066106
RTM-NN,25.000000,0.000000,47.421227,14.200348,26.627876,NaN,97.000991,22.013063,63.259024,NaN
ERRM-NN,25.000000,0.000000,-0.241756,0.258377,7.541258,26.628775,60.369800,52.535311,96.585069,185.227007
CERRM-NN,25.000000,0.000000,-5.254179,-3.037386,-6.927324,42.871863,39.107175,49.056035,31.104941,234.301538
TM-NN,25.000000,0.000000,150.557415,13.411366,101.412408,NaN,479.748532,23.548679,321.925497,NaN
ETM,26.000000,0.000000,-32.089587,-35.092827,-12.725273,700.170188,86.655197,58.800014,61.223588,1567.025149
ERTM,26.000000,0.000000,10.717693,4.499530,-13.320678,47.233890,290.361627,1071.461712,63.946146,481.535513
RTM,26.000000,0.000000,37.286544,16.174697,21.156359,NaN,130.378057,26.388990,81.129871,NaN
ERRM,26.000000,0.000000,-0.522003,-12.416557,-2.458301,24.036365,65.599339,242.551679,137.054300,192.134163
CERRM,26.000000,0.000000,-4.176351,-3.905012,-7.357425,40.131905,45.846908,125.632597,36.372617,256.746297
TM,26.000000,0.000000,62.260101,17.483448,42.004332,NaN,660.241794,28.139398,446.832890,NaN
RRM,26.000000,0.000000,23.914723,10.623451,-24.261289,NaN,241.849359,91.207996,313.026810,NaN
CRRM,26.000000,0.000000,33.786880,16.530331,19.009442,NaN,155.602737,26.295794,95.736435,NaN
ETM-NN,26.000000,0.000000,-39.657499,-39.149631,-13.732790,753.939447,57.179594,62.342843,51.380376,1483.723161
ERTM-NN,26.000000,0.000000,-8.420722,8.419408,-9.647947,64.741615,46.231818,1085.795624,34.286244,306.958393
RTM-NN,26.000000,0.000000,46.452836,14.368573,25.979572,NaN,92.934488,22.996650,61.340569,NaN
ERRM-NN,26.000000,0.000000,0.545392,0.874722,7.977593,26.912106,61.825751,62.182869,100.640018,190.399998
CERRM-NN,26.000000,0.000000,-4.732278,-2.496514,-6.876440,45.262516,42.978260,118.313963,32.487533,247.477440
TM-NN,26.000000,0.000000,146.789645,13.668353,99.340278,NaN,441.384765,24.400486,314.630029,NaN
ETM,27.000000,0.000000,-34.737312,-35.411748,-13.684266,699.645946,79.909953,59.266686,56.971435,1530.598838
ERTM,27.000000,0.000000,12.000913,1.954218,-14.461595,66.305895,307.307207,1197.375058,65.027132,550.323209
RTM,27.000000,0.000000,36.593854,16.074060,20.636048,NaN,125.219280,25.811044,78.839068,NaN
ERRM,27.000000,0.000000,-0.803008,1.068982,-3.257802,29.418058,66.454754,1315.389065,139.991479,204.491644
CERRM,27.000000,0.000000,-4.797737,-5.774166,-8.307141,42.753084,44.383202,105.556444,36.044472,253.357180
TM,27.000000,0.000000,62.412806,17.408256,40.244131,NaN,674.255453,27.103075,451.264041,NaN
RRM,27.000000,0.000000,20.906331,-0.862771,-28.616484,NaN,237.702318,1044.680707,308.767356,NaN
CRRM,27.000000,0.000000,30.801940,16.761025,16.933084,NaN,155.902473,26.192942,96.412356,NaN
ETM-NN,27.000000,0.000000,-41.299557,-38.955609,-14.580151,750.897361,54.481108,61.627498,50.137933,1460.292702
ERTM-NN,27.000000,0.000000,-9.582825,10.576806,-10.327138,75.427656,48.221768,1195.364773,34.408602,339.212500
RTM-NN,27.000000,0.000000,45.346793,14.165061,25.265505,NaN,90.148274,22.063159,60.160026,NaN
ERRM-NN,27.000000,0.000000,-0.145649,12.854950,8.033147,32.507756,62.565489,1346.625159,100.034729,202.658577
CERRM-NN,27.000000,0.000000,-5.401766,-3.591434,-7.730957,47.599346,42.068140,57.691628,32.079477,245.651907
TM-NN,27.000000,0.000000,149.125463,13.513487,99.727573,NaN,466.639334,24.062047,316.850756,NaN
ETM,28.000000,0.000000,-35.946830,-37.116940,-13.099032,760.041320,88.297056,60.899954,55.830618,1593.765528
ERTM,28.000000,0.000000,14.638808,-13.789906,-15.723813,76.313076,275.202653,194.082200,69.857410,706.029455
RTM,28.000000,0.000000,37.103845,15.850611,21.000667,NaN,131.006024,37.379207,82.806761,NaN
ERRM,28.000000,0.000000,-0.338908,-14.622746,-1.327616,26.585697,67.140596,409.325055,134.250274,209.350394
CERRM,28.000000,0.000000,-4.104261,-1.077578,-7.915574,39.679933,45.469766,177.689421,37.091056,259.605578
TM,28.000000,0.000000,65.457741,17.756963,43.600254,NaN,731.802910,27.146935,483.931954,NaN
RRM,28.000000,0.000000,24.207649,-4.878616,-17.680286,NaN,262.966325,1640.926230,309.871680,NaN
CRRM,28.000000,0.000000,31.211601,16.376601,17.310861,NaN,174.156086,31.485516,107.811384,NaN
ETM-NN,28.000000,0.000000,-42.985901,-41.527755,-14.434516,808.640227,52.498005,63.792765,50.353746,1532.359303
ERTM-NN,28.000000,0.000000,-9.517374,-7.876833,-10.685629,76.751076,48.047974,178.195025,34.921174,344.785183
RTM-NN,28.000000,0.000000,46.074888,14.189169,25.801995,NaN,94.628725,22.322647,63.140233,NaN
ERRM-NN,28.000000,0.000000,0.770767,3.295180,8.820654,29.665454,63.346823,253.018731,99.160469,207.545600
CERRM-NN,28.000000,0.000000,-4.825379,0.085304,-7.277681,45.272658,43.449704,176.596722,32.728542,250.662931
TM-NN,28.000000,0.000000,160.135191,13.672231,108.159580,NaN,512.386202,23.974887,347.146230,NaN
ETM,29.000000,0.000000,-33.790743,-36.849932,-12.318474,740.478648,98.458821,62.557617,56.478183,1562.884164
ERTM,29.000000,0.000000,10.500740,-11.519041,-14.732307,88.394374,229.907111,466.459409,65.356242,747.868035
RTM,29.000000,0.000000,34.443123,16.064482,19.292724,NaN,122.789244,27.493019,78.321503,NaN
ERRM,29.000000,0.000000,0.325246,-10.498350,-3.584045,28.992195,69.212544,258.840876,136.855644,223.477466
CERRM,29.000000,0.000000,-5.176806,3.707838,-8.487153,45.029333,43.664308,789.167349,36.390417,275.205299
TM,29.000000,0.000000,80.834278,17.583361,52.706887,NaN,710.142995,27.115828,468.334546,NaN
RRM,29.000000,0.000000,18.019825,10.718584,-31.323332,NaN,307.211131,108.572102,315.145061,NaN
CRRM,29.000000,0.000000,29.896318,16.926250,16.377577,NaN,161.057425,32.988937,99.496998,NaN
ETM-NN,29.000000,0.000000,-42.436555,-40.807082,-13.742880,795.799989,51.215670,63.158646,49.715782,1482.393264
ERTM-NN,29.000000,0.000000,-9.951857,-6.049180,-10.520609,84.746491,49.849490,458.632554,35.427179,379.029093
RTM-NN,29.000000,0.000000,43.427020,14.156374,24.045596,NaN,85.986141,22.385178,59.137406,NaN
ERRM-NN,29.000000,0.000000,0.870745,0.817680,7.754232,32.647285,65.412772,50.607245,98.292852,221.601077
CERRM-NN,29.000000,0.000000,-5.760648,6.032962,-7.847478,50.149418,41.468089,788.143760,32.243596,266.331716
TM-NN,29.000000,0.000000,166.196930,13.574664,111.696281,NaN,536.606828,23.910882,352.196468,NaN
ETM,30.000000,0.000000,-34.752000,-37.964704,-12.465389,787.759263,102.674743,63.103162,57.427627,1592.106557
ERTM,30.000000,0.000000,15.330889,-38.460053,-17.490573,99.992978,262.030727,1706.795189,72.055031,805.262529
RTM,30.000000,0.000000,32.797257,15.159033,18.272791,NaN,126.730571,64.516062,81.406705,NaN
ERRM,30.000000,0.000000,-0.676650,-13.111140,-3.811944,24.749579,73.431384,427.175092,135.806862,212.968191
CERRM,30.000000,0.000000,-4.949679,-1.966385,-9.259360,41.907810,44.885143,151.367117,38.074410,266.857524
TM,30.000000,0.000000,78.425634,17.775256,51.272606,NaN,674.732855,27.212035,456.559621,NaN
RRM,30.000000,0.000000,17.467808,23.160155,-27.683432,NaN,435.645296,1242.048652,369.771622,NaN
CRRM,30.000000,0.000000,27.926723,17.003945,15.157407,NaN,190.039077,40.921001,118.091826,NaN
ETM-NN,30.000000,0.000000,-42.982852,-42.384900,-13.478256,833.704486,51.414857,63.497790,50.624510,1517.065806
ERTM-NN,30.000000,0.000000,-10.092135,-6.766067,-11.284292,85.574599,48.661929,253.009268,35.733905,379.714014
RTM-NN,30.000000,0.000000,42.790004,14.007788,23.676088,NaN,85.024575,21.538028,59.205279,NaN
ERRM-NN,30.000000,0.000000,0.292009,1.124004,7.647810,28.673461,66.029878,50.328473,96.799030,211.518623
CERRM-NN,30.000000,0.000000,-5.491579,-0.613225,-8.305960,47.157160,42.371016,150.607309,32.626746,258.379001
TM-NN,30.000000,0.000000,164.591883,13.684956,111.150941,NaN,503.616329,23.918235,338.702923,NaN
ETM,31.000000,0.000000,-33.769699,-37.016142,-13.159894,750.190872,103.770431,60.770639,57.360372,1576.289972
ERTM,31.000000,0.000000,18.110149,-19.442713,-18.915333,134.455030,301.196494,158.138034,76.732215,926.828544
RTM,31.000000,0.000000,32.361281,16.135080,18.261558,NaN,127.144472,26.417153,81.321260,NaN
ERRM,31.000000,0.000000,-0.435913,-7.483646,-5.671842,33.344320,75.313033,262.124768,134.256906,235.377937
CERRM,31.000000,0.000000,-5.253333,-5.331933,-8.653306,47.251186,46.328627,90.705887,37.552347,272.993992
TM,31.000000,0.000000,88.992657,17.263135,59.457255,NaN,684.664877,27.567298,457.210465,NaN
RRM,31.000000,0.000000,17.150583,11.544758,-26.332410,NaN,290.522914,99.094693,305.330598,NaN
CRRM,31.000000,0.000000,25.989875,17.159320,14.097310,NaN,166.916053,41.252037,104.376421,NaN
ETM-NN,31.000000,0.000000,-43.135746,-41.767811,-14.548457,807.675781,50.028050,62.036418,49.693264,1487.558938
ERTM-NN,31.000000,0.000000,-11.859767,-9.447371,-11.831029,103.510467,52.335660,95.470309,36.214301,420.217110
RTM-NN,31.000000,0.000000,42.699179,13.905256,23.778837,NaN,84.854886,21.521126,59.437726,NaN
ERRM-NN,31.000000,0.000000,0.681384,1.128880,5.911697,37.621248,66.752900,53.205351,95.727794,233.784499
CERRM-NN,31.000000,0.000000,-5.769149,-3.532112,-7.866143,52.631551,43.115309,71.551129,32.287796,264.998346
TM-NN,31.000000,0.000000,168.993035,13.253640,114.707884,NaN,531.418935,23.773429,351.706703,NaN
ETM,32.000000,0.000000,-34.432295,-37.721630,-12.795302,764.716902,90.704402,60.040897,57.152077,1576.802735
ERTM,32.000000,0.000000,12.781628,-20.585524,-18.357578,122.927583,248.772866,293.318075,71.710907,810.918644
RTM,32.000000,0.000000,31.746155,16.306597,17.211150,NaN,120.441648,29.310877,78.382759,NaN
ERRM,32.000000,0.000000,-1.098485,32.507643,-6.398643,33.492867,74.881946,2428.506635,141.362935,247.019451
CERRM,32.000000,0.000000,-5.511772,-6.297848,-9.643655,51.900756,46.010744,82.964218,39.141762,299.434814
TM,32.000000,0.000000,90.130112,17.673384,60.250519,NaN,664.534955,27.463327,448.071856,NaN
RRM,32.000000,0.000000,14.970472,17.426866,-32.800506,NaN,298.187078,1361.213027,301.691986,NaN
CRRM,32.000000,0.000000,24.515483,16.729623,12.237732,NaN,202.763744,29.004331,126.057304,NaN
ETM-NN,32.000000,0.000000,-43.064891,-42.416185,-14.195050,823.428860,49.912735,62.531255,49.628343,1477.297522
ERTM-NN,32.000000,0.000000,-11.492858,-10.372191,-11.886894,103.537591,51.941293,106.116671,36.164323,427.734467
RTM-NN,32.000000,0.000000,41.051612,14.301269,22.343248,NaN,83.610957,26.331522,58.290245,NaN
ERRM-NN,32.000000,0.000000,0.012059,40.370131,6.995747,38.287570,63.653467,2523.266418,97.748736,245.352427
CERRM-NN,32.000000,0.000000,-6.023402,-4.477556,-8.606037,57.024195,43.922635,55.705625,33.484139,291.467122
TM-NN,32.000000,0.000000,171.025443,13.499026,116.184643,NaN,511.524900,23.871022,341.210848,NaN
ETM,33.000000,0.000000,-34.565285,-38.198080,-13.321669,793.607410,95.878314,61.064351,57.921216,1625.191183
